Question,Answer
There are 7 pencils in one box and 3 pencils in another box - How many pencils are there altogether?,ten
If 20 apples are added to 7 apples - how many apples are there in total?,twenty-seven
If a shop sells 13 toys on Monday and 6 toys on Tuesday - how many toys were sold in total?,nineteen
There are 19 pencils in one box and 8 pencils in another box - How many pencils are there altogether?,twenty-seven
Sam has 14 marbles and he loses 20 marbles - How many marbles does Sam have left?,thirty-four
If a shop sells 15 toys on Monday and 2 toys on Tuesday - how many toys were sold in total?,seventeen
Sam has 8 marbles and he loses 13 marbles - How many marbles does Sam have left?,twenty-one
Sam has 16 marbles and he loses 15 marbles - How many marbles does Sam have left?,thirty-one
If a shop sells 12 toys on Monday and 19 toys on Tuesday - how many toys were sold in total?,thirty-one
A baker has 8 muffins and bakes 15 more muffins - How many muffins does the baker have now?,twenty-three
A train travels 2 miles in the morning and 5 miles in the evening - What is the total distance traveled?,seven
A store sells 4 candies and 12 candies are left - How many candies were sold in total?,sixteen
A store sells 19 candies and 18 candies are left - How many candies were sold in total?,thirty-seven
There are 16 pencils in one box and 20 pencils in another box - How many pencils are there altogether?,thirty-six
If a shop sells 10 toys on Monday and 13 toys on Tuesday - how many toys were sold in total?,twenty-three
There are 18 pencils in one box and 7 pencils in another box - How many pencils are there altogether?,twenty-five
A baker has 6 muffins and bakes 7 more muffins - How many muffins does the baker have now?,thirteen
A train travels 6 miles in the morning and 9 miles in the evening - What is the total distance traveled?,fifteen
There are 7 pencils in one box and 3 pencils in another box - How many pencils are there altogether?,ten
A baker has 4 muffins and bakes 3 more muffins - How many muffins does the baker have now?,seven
If a shop sells 4 toys on Monday and 12 toys on Tuesday - how many toys were sold in total?,sixteen
Sam has 1 marbles and he loses 4 marbles - How many marbles does Sam have left?,five
A baker has 11 muffins and bakes 13 more muffins - How many muffins does the baker have now?,twenty-four
If a shop sells 14 toys on Monday and 18 toys on Tuesday - how many toys were sold in total?,thirty-two
Sam has 18 marbles and he loses 9 marbles - How many marbles does Sam have left?,twenty-seven
A store sells 16 candies and 17 candies are left - How many candies were sold in total?,thirty-three
There are 20 pencils in one box and 15 pencils in another box - How many pencils are there altogether?,thirty-five
There are 7 pencils in one box and 6 pencils in another box - How many pencils are there altogether?,thirteen
There are 18 pencils in one box and 3 pencils in another box - How many pencils are there altogether?,twenty-one
If 6 apples are added to 20 apples - how many apples are there in total?,twenty-six
A baker has 4 muffins and bakes 3 more muffins - How many muffins does the baker have now?,seven
If 16 apples are added to 8 apples - how many apples are there in total?,twenty-four
Sam has 7 marbles and he loses 1 marbles - How many marbles does Sam have left?,eight
A train travels 8 miles in the morning and 5 miles in the evening - What is the total distance traveled?,thirteen
A store sells 6 candies and 18 candies are left - How many candies were sold in total?,twenty-four
If 2 apples are added to 14 apples - how many apples are there in total?,sixteen
A store sells 1 candies and 19 candies are left - How many candies were sold in total?,twenty
There are 15 pencils in one box and 16 pencils in another box - How many pencils are there altogether?,thirty-one
A store sells 5 candies and 9 candies are left - How many candies were sold in total?,fourteen
Sam has 5 marbles and he loses 20 marbles - How many marbles does Sam have left?,twenty-five
There are 13 pencils in one box and 12 pencils in another box - How many pencils are there altogether?,twenty-five
If a shop sells 20 toys on Monday and 14 toys on Tuesday - how many toys were sold in total?,thirty-four
There are 10 pencils in one box and 10 pencils in another box - How many pencils are there altogether?,twenty
If 6 apples are added to 11 apples - how many apples are there in total?,seventeen
A baker has 8 muffins and bakes 13 more muffins - How many muffins does the baker have now?,twenty-one
If a shop sells 14 toys on Monday and 14 toys on Tuesday - how many toys were sold in total?,twenty-eight
If a shop sells 7 toys on Monday and 8 toys on Tuesday - how many toys were sold in total?,fifteen
There are 2 pencils in one box and 9 pencils in another box - How many pencils are there altogether?,eleven
A baker has 2 muffins and bakes 8 more muffins - How many muffins does the baker have now?,ten
A store sells 11 candies and 14 candies are left - How many candies were sold in total?,twenty-five
A train travels 2 miles in the morning and 19 miles in the evening - What is the total distance traveled?,twenty-one
If a shop sells 3 toys on Monday and 8 toys on Tuesday - how many toys were sold in total?,eleven
Sam has 2 marbles and he loses 4 marbles - How many marbles does Sam have left?,six
A baker has 20 muffins and bakes 12 more muffins - How many muffins does the baker have now?,thirty-two
If a shop sells 11 toys on Monday and 13 toys on Tuesday - how many toys were sold in total?,twenty-four
Sam has 16 marbles and he loses 19 marbles - How many marbles does Sam have left?,thirty-five
Sam has 1 marbles and he loses 6 marbles - How many marbles does Sam have left?,seven
If 9 apples are added to 3 apples - how many apples are there in total?,twelve
A baker has 2 muffins and bakes 2 more muffins - How many muffins does the baker have now?,four
If 2 apples are added to 19 apples - how many apples are there in total?,twenty-one
Sam has 20 marbles and he loses 18 marbles - How many marbles does Sam have left?,thirty-eight
There are 6 pencils in one box and 16 pencils in another box - How many pencils are there altogether?,twenty-two
If a shop sells 7 toys on Monday and 7 toys on Tuesday - how many toys were sold in total?,fourteen
A baker has 12 muffins and bakes 6 more muffins - How many muffins does the baker have now?,eighteen
A train travels 20 miles in the morning and 14 miles in the evening - What is the total distance traveled?,thirty-four
Sam has 16 marbles and he loses 4 marbles - How many marbles does Sam have left?,twenty
A store sells 13 candies and 5 candies are left - How many candies were sold in total?,eighteen
If a shop sells 20 toys on Monday and 5 toys on Tuesday - how many toys were sold in total?,twenty-five
If a shop sells 17 toys on Monday and 19 toys on Tuesday - how many toys were sold in total?,thirty-six
A store sells 11 candies and 17 candies are left - How many candies were sold in total?,twenty-eight
A store sells 10 candies and 16 candies are left - How many candies were sold in total?,twenty-six
A baker has 6 muffins and bakes 8 more muffins - How many muffins does the baker have now?,fourteen
A store sells 11 candies and 11 candies are left - How many candies were sold in total?,twenty-two
Sam has 19 marbles and he loses 1 marbles - How many marbles does Sam have left?,twenty
A store sells 20 candies and 16 candies are left - How many candies were sold in total?,thirty-six
A train travels 5 miles in the morning and 2 miles in the evening - What is the total distance traveled?,seven
If a shop sells 15 toys on Monday and 1 toys on Tuesday - how many toys were sold in total?,sixteen
If a shop sells 2 toys on Monday and 16 toys on Tuesday - how many toys were sold in total?,eighteen
Sam has 14 marbles and he loses 5 marbles - How many marbles does Sam have left?,nineteen
A baker has 15 muffins and bakes 14 more muffins - How many muffins does the baker have now?,twenty-nine
If a shop sells 15 toys on Monday and 4 toys on Tuesday - how many toys were sold in total?,nineteen
Sam has 1 marbles and he loses 4 marbles - How many marbles does Sam have left?,five
If a shop sells 6 toys on Monday and 8 toys on Tuesday - how many toys were sold in total?,fourteen
